record_id,title,journal,author,old_doi,retraction_doi,original_paper_doi,doi_for_requesting,...7
8895,Research on Energy Performance Contracting Based on Consumer Psychology,2011 International Conference on E-Business and E-Government (ICEE),Liao Jia-Li;Liu Min,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5881362,NA
9322,Research on Individual Performance of Team: From the View of Disagreement,2011 International Conference on E-Business and E-Government (ICEE),Anzhou Li,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5882644,NA
9692,Research on Personality Character of Knowledge Worker and Motivate Factors,2011 International Conference on E-Business and E-Government (ICEE),Gu Fan;Su Yong,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5882649,NA
9705,Research on the Influencing Factors for the Urban Residents Low Carbon Energy Consumption Behavior,2011 International Conference on E-Business and E-Government (ICEE),Mi Lingyun;Nie Rui;Li Xiaohua;Li Hualong,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5877071,NA
9093,Research on the relationship between psychological capital and job performance in WISCO,2011 International Conference on E-Business and E-Government (ICEE),Zhang Yan;Zhang Lingli,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5881370,NA
9634,Study on relationship between job satisfaction and extra-role behavior,2011 International Conference on E-Business and E-Government (ICEE),Tao Peng;Miaomiao Yu;Yong Cao;Qiguang Zhu,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5882687,NA
9391,The Dimensions of Consumer Commitment and its Impact on Brand Price Loyalty: Empirical Study of Coffee Chain Store Brands,2011 International Conference on E-Business and E-Government (ICEE),Weil Liang,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5881409,NA
8954,The Influnces of Age Factor on Students' English Learning Strategies in Autonomy Learning,2011 International Conference on E-Business and E-Government (ICEE),Xu Shuyan;Yang Xianhua,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5887216,NA
8703,The Job Interview Characteristics of Our College Students and the Related Analysis,2011 International Conference on E-Business and E-Government (ICEE),Deng Lifang;Xu Wenzhe,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5885339,NA
9216,The Relationship of Network Centrality and Employees' Turnover Intention: The Mediating Role of Job Satisfaction and Group Commitment,2011 International Conference on E-Business and E-Government (ICEE),Ruilin Dai;Zhenyuan Wang,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5882733,NA
8729,The Statement of the Relationship Between the Educational Technology Development and Gagne,2011 International Conference on E-Business and E-Government (ICEE),Chuanhui Zhang;Weiyao Jiang,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5887230,NA
9930,The Study of Effects on Individual Career Management of Private Elementary and Middle Schools' Teachers â€” Taking Private Elementary and Middle Schools of Dongguan City for Example,2011 International Conference on E-Business and E-Government (ICEE),Zhao Min;Lv Youdian,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5881434,NA
14938,The study on the conceptualization of group citizen behavior of enterprise,2011 International Conference on E-Business and E-Government (ICEE),Lv Zheng-Bao,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEBEG.2011.5882743,NA
12558,Considerations for Talents in Creative Design for the Culture Creative Industry Development,2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1,Guiyu Zheng;Maolai Cao,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/CAIDCD.2010.5681853,NA
12548,Look at the Impact of Folk Visual Language on Modern Design from Zhu Xian Town's Lunar New Year's Painting,2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1,Yangyang Song;Xu Zhou,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/CAIDCD.2010.5681892,NA
12559,The Inspiration to Modern Landscape Design from â€œThe Story of Peach Blossom Springâ€,2010 IEEE 11th International Conference on Computer-Aided Industrial Design & Conceptual Design 1,Jing Zhang;Zhixin Wang,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/CAIDCD.2010.5681882,NA
14777,The Status of Research Teaching in China,2010 International Conference on Education and Management Technology,Haifeng Chen;Miao He;Yi Pan,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEMT.2010.5657582,NA
11415,Development of Smart System for Neck Comfort During Air Travel,2010 International Conference on Educational and Information Technology (ICEIT),CheeFai Tan;Wei Chen;Matthias Rauterberg,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEIT.2010.5607662,NA
11368,New View of Developing Art Education of Normal University,2010 International Conference on Educational and Information Technology (ICEIT),Xiaochun Ma,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEIT.2010.5607709,NA
11355,Study on Improving Effectiveness of College Freshmen Education,2010 International Conference on Educational and Information Technology (ICEIT),Shaomei Wang,NA,NA,NA,http://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEIT.2010.5607713,NA
13020,An Analysis of Herding Behavior under Cognitive Bias Structure - A Stock Market Case Study,2010 International Conference on E-Business and E-Government,Zhu Wenjuan;Tian Jun;Chen Ying,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.1343,NA
11942,Empirical Research on the Measurement System of Top Management Team Human Capital Value,2010 International Conference on E-Business and E-Government,Chen Yue-Ming;Ge Yu-Hui;Song Zhi-Qiang,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.ieeecomputersociety.org/10.1109/ICEE.2010.997,NA
12520,Research on the Elder Tourism Market in Shanghai,2010 International Conference on E-Business and E-Government,Tang Wenting;Pan HaiLan;Wu Cuihong,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.638,NA
12512,Studies on the Factors of Interaction Quality in Public Service Quality Management,2010 International Conference on E-Business and E-Government,Yang Kun;Hu Jing;Wang Bingjie,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5577212,NA
12517,Study on the Influence of Job Pressure on Staff's Performance in Service Industry - Taking Emotional Labor and Job Burnout as Intermediaries,2010 International Conference on E-Business and E-Government,Yu Wei;Zhang Yan,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.ieeecomputersociety.org/10.1109/ICEE.2010.771,NA
12035,The Exploration of Building Enterprise Education Practical Community for Undergraduate Students,2010 International Conference on E-Business and E-Government,Jingyang Wang;Shang Meng;Xiaohong Wang,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.1210,NA
12275,The Influence of Self-construal and Normative Evaluations on Impulse Buying,2010 International Conference on E-Business and E-Government,Xiong Suhong;Jing Fengjie,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.758,NA
13008,The Influence of Work-Family Conflict and Supervisor Support on Job Satisfaction,2010 International Conference on E-Business and E-Government,Lin Qiu,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.1218,NA
13093,"The Relation Among Job Satisfaction, Stress Level and Self-efficacy of Safety Staff in Coal Mine",2010 International Conference on E-Business and E-Government,Li Jizu;Liu Jiuyuan,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICEE.2010.272,NA
12239,Behavioural study on cognition of clothing color based on brightness,2010 6th International Conference on Natural Computation (ICNC),Xiao-Feng Jiang;Guo-Lian Liu;Fang Qin;Shan-Shan Wang,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICNC.2010.5584717,NA
12317,Learning through organizational citizenship behavior,2010 6th International Conference on Natural Computation (ICNC),Jin-Zhao Deng,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICNC.2010.5582471,NA
14081,Action Mechanism of Knowledge Conflict on Team Innovation,2010 International Conference on Management and Service Science,Xudong Ni;Ruoyang Gao,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5577036,NA
14062,How Service Climate Impacts on Service Performance: Evidence from China Hotel Industry,2010 International Conference on Management and Service Science,Wenli Li;Yagang Lu,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5576630,NA
14186,Influences on Unrealistic Optimism in Risk Perception and It's Developmental Mechanism,2010 International Conference on Management and Service Science,Xiaoping Liu;Hong Xie,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5575326,NA
14131,Study on Escalation Factors of Conversion from Task Conflict to Relationship Conflict,2010 International Conference on Management and Service Science,Xudong Ni;Ruoyang Gao,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5575610,NA
14105,The Effects of Internal Marketing on Service Branding,2010 International Conference on Management and Service Science,Ye Chen;Jing Zhao,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5576617,NA
14065,The Effects of Subordinate-Supervisor Conscientiousness Fit on Organizational Commitment and Career Satisfaction,2010 International Conference on Management and Service Science,Xiaoping Liu;Jinfei Zhou,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICMSS.2010.5575328,NA
13615,Research Review on the Purchase Psychologies and Behaviors of the â€œThree Highâ€ Sports Lottery Consumers,2010 The 2nd Conference on Environmental Science and Information Application Technology,Yang Liu;Wang Bin,NA,NA,NA,Research Review on the Purchase Psychologies and Behaviors of the â€œThree Highâ€ Sports Lottery Consumers,NA
11699,Design and Development of Athlete Information Management System,2010 3rd International Conference on Computer Science and Information Technology,He Xiuzhen,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICCSIT.2010.5564019,NA
11585,From Disorder Applause to Emerging Rhythmic Clapping,2010 3rd International Conference on Computer Science and Information Technology,Kun Liu,NA,NA,NA,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1109/ICCSIT.2010.5563796,NA
11530,Fully Play the Advantages of Educational Technology to Support Individualized Education for Hearing-impaired Students,2010 3rd International Conference on Computer Science and Information Technology,Wu Xiao Fen;Xu Jia Cheng,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICCSIT.2010.5563812,NA
11708,Study on the Key Factors of Innovation Management in Service Enterprise,2010 3rd International Conference on Computer Science and Information Technology,Ni Huijun;Yu Wei,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICCSIT.2010.5563983,NA
11907,The Impact of Administration Services Center Staff's Emotional Labor on the Performance,2010 3rd International Conference on Computer Science and Information Technology,Yu Wei,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICCSIT.2010.5563657,NA
14732,A Study on Factors Influencing Knowledge-sharing Activity for the Innovation Activity of Team,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Jungwoo Lee;Jeongeun Kim;Yoengjong Han,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5552921,NA
14516,Application Research for Undergraduate Education Evaluation Method Based on SVM,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Yandong Guo;Kai Yang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553168,NA
14234,Assessing Two Emotion Regulation Processes in Chinese Adolescents,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Zhibin Chen,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553216,NA
14615,Dominant Organizational Culture in Iran,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Mohammad Ali Sharifian;Vafa Moaydi,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553026,NA
14547,Stay or Switch? An Examination to the Role of Alternative Attractiveness in Chinese Mobile Business,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Zhou Fangwen;Wang Tao,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553225,NA
14563,"Study on Psychological Relation Among Job Satisfaction, Stress Level and Self-efficacy of Safety Personnel in Coal Mine",2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Ji-zu Li;Ya-hui Wang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553015,NA
14545,The Analysis and Case Study on Marketing Management Risk in Enterprises,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Tang Yang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5552894,NA
14558,The Evolution of Concrete Attention Structures on Project Portfolio Selection Decision: A NK-model Simulation,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Xinran Wang;Jianzu Wu,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5553243,NA
14582,The Impact of Career Management Strategies on Organizational Commitment and Career Satisfaction,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Xiaoping Liu;Jingsong Deng,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5552846,NA
14450,The Impact of Shared Product Knowledge and Receivers' Expertise on the E-commerce Consumer Purchasing Decision,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Liu Lihua;Xu Jichao;Yang Ping,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5552860,NA
14574,The Study of Maintain System of Dispatched Workers' Psychological Contract,2010 IEEE International Conference on Advanced Management Science (ICAMS 2010),Wang Liping;Ma Yu,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICAMS.2010.5552876,NA
847,A pilot study on perceived stress and PTSD symptomatology in relation to four dimensions of older women's physical health,Aging and Mental Health,Luciana LaganÃ ;Stacy L. Reger,10.1080/13607860903046578,10.1080/13607863.2010.502768,10.1080/13607860903046578,https://api.openalex.org/works/doi:10.1080/13607860903004023,NA
15260,Research and Analysis on Causes of Vocational Burnout of Gym Instructors in Colleges of Hebei Province,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE)",Lei Xu;Wei Zhang;Dongliang Wang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/OPEE.2010.5508015,NA
15263,Study on Aims and Methodology of Setback Education,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE)",Zichen Li;Wenjing Wang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/OPEE.2010.5507999,NA
15235,The Research on the Value of Multimedia Teaching Method in the Course of University Physics,"2010 International Conference on Optics, Photonics and Energy Engineering (OPEE)",Jianyong Guo;Feiming Chen;Guangxin Zhao;Xi Huang;Jihong Liao,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/OPEE.2010.5508062,NA
13332,A Comparative Study of Consumers' Acceptance Model in Mobile-commerce,2010 2nd International Conference on Computer Engineering and Technology,Xiaolu Cheng;Luzhuang Wang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICCET.2010.5485655,NA
12999,Psychometric Theory Applied to Questionnaire-based Appraisals on Software Process Assessments: An Initial Report,2010 2nd International Conference on Computer Engineering and Technology,Ivan Garcia;Gabriel Andrade,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICECTECH.2010.5479933,NA
13242,Employee Engagement and Effective Leadership in Hotel Service Industry of China,2010 2nd IEEE International Conference on Information Management and Engineering,Zeng Hui;Zhou Xiang;Theo A Cope,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICIME.2010.5477899,NA
13553,Research on the Cultivation of Sub-consciousness in Physical Education Teaching and Training,2010 2nd IEEE International Conference on Information Management and Engineering,Zuixin Chen,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICIME.2010.5477970,NA
13511,Research on the Influence of Psychological Factors in Physical Education Teaching,2010 2nd IEEE International Conference on Information Management and Engineering,Shengquan He,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICIME.2010.5477731,NA
13556,The Effects of Cultural Dimensions on Firms' Innovativeness,2010 2nd IEEE International Conference on Information Management and Engineering,Chunling Zhu,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICIME.2010.5477740,NA
7131,A Research on Blahs Bear Correlative and Cognize Warp of Deaf Undergraduates,2009 2nd International Conference on Education Technology and Training,Qiang Li;Chenfei Lu,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ETT.2009.103,NA
7436,Effect of Gaze Direction and Face Expression on Visual Reflexive Attention,2009 2nd International Conference on Education Technology and Training,Xin Guan;Qi Wang;Ji Zhang;Xue-Min Zhang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ETT.2009.83,NA
7113,A Comparison of Perceptions on the Investment Theory of Creativity between Chinese and American,2009 5th International Conference on Natural Computation,Pingping Liu;Xingli Zhang;Jiannong Shi,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICNC.2009.129,NA
7110,Influence of Organizational Boundary on Psychological Empowerment in Multi-organization Network,2009 5th International Conference on Natural Computation,Bo Yang;Maoshan Qiang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICNC.2009.471,NA
6775,Innovative Mathematical Pedagogical Model Based on Cognitive Psychology,2009 International Conference on Computational Intelligence and Software Engineering,Chengming Qi;Shoumei Cui;Ling Hao,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/CISE.2009.5365371,NA
7112,Why Not See: Inhibition on Distractors,2009 5th International Conference on Natural Computation,Han Lin;Kan Zhang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICNC.2009.736,NA
7777,Psychological recovery by community reconstruction and management,2009 International Conference on Management and Service Science,Jing Zhao;Hailong Li;Qing Qiao,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICMSS.2009.5303768,NA
7674,Reflections on the Stages and Features of Knowledge Transfer Process,2009 International Conference on Management and Service Science,Zheng Yang;Shan-Shan Zhang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICMSS.2009.5303314,NA
8535,Would Customer Participation Certainly Cause Customer Satisfaction?,2009 International Conference on Management and Service Science,Haijun Wang,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICMSS.2009.5301414,NA
6871,Psychopathological mechanism and compensation psychotherapy of internet addiction,2009 1st IEEE Symposium on Web Society,Gao Wenbin;Zhang Fangfang;Chen Zhiyan,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/SWS.2009.5271788,NA
4921,Synaptic Strengthening and Continuum Activity-wave Growth in Temporal Sequencing During Cognitive Tasks,The International Journal of Neuroscience,Gerry Leisman;Paul Koch,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1080/00207450390162029,NA
7259,Coal mine safety on environmental sustainability based on behavior science,2009 International Conference on Environmental Science and Information Application Technology,Xinjuan Li,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ESIAT.2009.173,NA
7104,"A Study on the Relations among Distress Disclosure, Non-Supportive Social Responses and Anxiety of College Students",2009 3rd International Conference on Bioinformatics and Biomedical Engineering,Chu-Mei Lan;Chia-Nan Tai;Ju-An Cheng;Thung-Ming Su,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICBBE.2009.5162252,NA
7102,Compilation of College Students' Self-Actualization Questionnaire for Undergraduates,2009 3rd International Conference on Bioinformatics and Biomedical Engineering,Hui Ai;Yu-Xia Huang;Wen-Dao Li,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICBBE.2009.5162545,NA
7106,"Relationship of Job Satisfaction, Social Support and Subjective Well-Being in Catering Enterprise",2009 3rd International Conference on Bioinformatics and Biomedical Engineering,Lin Zhang;Yuan-Yuan Li,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICBBE.2009.5163298,NA
7103,"Stressful Life Events, Coping Strategies and Mental Health Problems among Chinese Vocational College Students",2009 3rd International Conference on Bioinformatics and Biomedical Engineering,Lin Qiu;Biaobin Yan,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICBBE.2009.5163430,NA
2839,The latent structure of the Peritraumatic Dissociative Experiences Questionnaire,Journal of Traumatic Stress,Richard A Bryant;Robert Brooks;Derrick Silove;Mark Creamer;Meaghan O'Donnell;Alexander C McFarlane;Charles R Marmar,10.1002/jts.20388,NA,10.1002/jts.20388,https://api.openalex.org/W2130799369,NA
6828,Integrated specialty mental health care among older minorities improves access but not outcomes: results of the PRISMe study,International Journal of Geriatric Psychiatry,Patricia A Arean;Liat Ayalon;Chengshi Jin;Charles E McCulloch;Karen Linkins;Hongtu Chen;Betsy McDonnell-Herr;Sue Levkoff,10.1002/gps.2047,10.1002/gps.2047,10.1002/gps.2047,https://api.openalex.org/works/filter=id.doi:https://doi.org/10.1002/gps.2100,NA
8186,Research on the Optimal Incentive Contract Considering Contractorâ€™s Intrinsic Motivation in the Construction Quality Insurance System,2008 International Conference on Machine Learning and Cybernetics,Xing-Hai Chen;Lie-Yun Ding;Han-Bin Luo;Jun Sun,NA,NA,NA,https://api.openalex.org/works/doi:https://doi.org/10.1109/ICMLC.2008.4620496,NA
17357,From indirect aggression to invisible aggression: A conceptual view on bullying and peer group manipulation,Aggression and Violent Behavior,Claire F Grandeau;Antonius H N Cillessen,10.1016/j.avb.2005.08.004,10.1016/j.avb.2005.08.004,10.1016/j.avb.2005.08.004,https://api.openalex.org/works/doi:https://psycnet.apa.org/doi/10.1016/j.avb.2005.08.005,NA
5012,On: A Boycott by Passport,The International Journal of PsychoAnalysis,Glen O Gabbard;Paul Williams,10.1516/DRRV-PB7U-01TH-Y5UT,NA,NA,NA,NA
6823,Effect of occupational noise on the nocturnal sleep architecture of healthy subjects,Indian Journal of Physiology and Pharmacology,B Gitanjali;R Dhamodharan,NA,NA,NA,NA,NA
4123,Less pain and more to gain: why high-status group members blame their failure on discrimination,Journal of Personality and Social Psychology,Karen M Ruggiero;David M Marx,10.1037/0022-3514.77.4.774,10.1037/0022-3514.81.2.178,10.1037/0022-3514.77.4.774,https://api.openalex.org/W1996229531,NA
5819,Evaluation of the relation between Pavlovian occasion-setting and instrumental discriminative stimuli: a blocking analysis,Journal of Experimental Psychology. Animal behavior processes,Robert T Ross;Vincent M LoLordo,10.1037/0097-7403.13.1.3,10.1037/0097-7403.16.4.402,10.1037/0097-7403.13.1.3,https://api.openalex.org/W2011267887,NA